"AREA","VARIEDADE","DATA DE PODA","DATA DA AMOSTRA","DIAS POS PODA","SEMESTRE","ESTADO DO ENGACO","COLORACAO DO CACHO","BRIX ACIMA DO IDEAL","BRIX DO SUCO","ACIDEZ","BRIX","DIAMETRO"
"B13 V1","SUGRAONE","42884","42972","88","2017.2","MADURO","ÂMBAR","0.0833","12.6","0.64","12.9",""
"B10 V1 ","ARRA 15","42871","42975","104","2017.2","MADURO","ÂMBAR","0.95","19.2","0.77","19",""
"A07 V3","THOMPSON","42870","42975","105","2017.2","MADURO","ÂMBAR","0.35","16.8","0.9","16.2",""
"A09 V1","ARRA 15","42878","42975","97","2017.2","MADURO","ÂMBAR","0.116","15.2","1.2","15",""
"B11 V1","SUGRAONE","42885","42975","90","2017.2","MADURO","ÂMBAR","0.0166","12.8","0.6","12.5",""
"B13 V1","SUGRAONE","42884","42975","91","2017.2","MADURO","ÂMBAR","0.1","13","0.69","13.6",""
"B05 V1","CRIMSON","42863","42976","113","2017.2","MADURO","VERMELHA","0.933","18.6","0.72","17.4",""
"B05 V2","CRIMSON","42865","42976","111","2017.2","MADURO","VERMELHA","1","18.4","0.71","17.2",""
"B07 V1","SABLE","42879","42976","97","2017.2","MADURO","PRETA","0.516","17.6","0.62","16.7",""
"A07 V3","THOMPSON","42870","42977","107","2017.2","MADURO","ÂMBAR","0.433","17","0.86","16.4",""
"A09 V1","ARRA 15","42878","42977","99","2017.2","MADURO","ÂMBAR","0.1","15.8","1.2","14.9",""
"B07 V1","SABLE","42879","42977","98","2017.2","MADURO","PRETA","0.766","18.4","0.6","17.3",""
"B10 V1","ARRA 15","42871","42977","106","2017.2","MADURO","ÂMBAR","0.85","19.2","0.81","18.8",""
"B11 V1","SUGRAONE","42885","42977","92","2017.2","MADURO","ÂMBAR","0.0333","13","0.55","12.2",""
"B13 V1","SUGRAONE","42884","42977","93","2017.2","MADURO","ÂMBAR","0.0333","13","0.54","12.7",""
"A07 V3","THOMPSON","42870","42979","109","2017.2","MADURO","ÂMBAR","0.8","18.2","0.78","17.4",""
"A09 V1","ARRA 15","42878","42979","101","2017.2","MADURO","ÂMBAR","0.333","15.6","1.1","15.7",""
"B05 V1","CRIMSON","42863","42979","116","2017.2","MADURO","VERMELHA","0.966","19","0.68","18.2",""
"B05 V2","CRIMSON","42865","42979","114","2017.2","MADURO","VERMELHA","0.983","17.8","0.69","17.8",""
"B07 V1","SABLE","42879","42979","100","2017.2","MADURO","PRETA","0.783","18","0.62","18",""
"B10 V1","ARRA 15","42871","42979","108","2017.2","MADURO","ÂMBAR","0.866","19","0.78","18.5",""
"B11 V1","SUGRAONE","42885","42979","94","2017.2","MADURO","ÂMBAR","0.0666","13.2","0.54","12.6",""
"B13 V1","SUGRAONE","42884","42979","95","2017.2","MADURO","ÂMBAR","0.166","13.4","0.54","12.7",""
"A07 V3","THOMPSON","42870","42982","112","2017.2","MADURO","ÂMBAR","0.7166","18","0.69","17.6",""
"A09 V1","ARRA 15","42878","42982","104","2017.2","MADURO","ÂMBAR","0.3","16","1","15.9",""
"B05 V1","CRIMSON","42863","42982","119","2017.2","MADURO","VERMELHA","0.9833","19","0.69","19.3",""
"B05 V2","CRIMSON","42865","42982","117","2017.2","MADURO","VERMELHA","1","18.4","0.67","17.9",""
"B07 V1","SABLE","42879","42982","103","2017.2","MADURO","PRETA","0.966","18.2","0.52","18.6",""
"B10 V1","ARRA 15","42871","42982","111","2017.2","MADURO","VERMELHA","1","20","0.71","20.2",""
"B11 V1","SUGRAONE","42885","42982","97","2017.2","MADURO","ÂMBAR","0.316","14","0.52","13.9",""
"B13 V1","SUGRAONE","42884","42982","98","2017.2","MADURO","ÂMBAR","0.133","13.4","0.51","13",""
"A02 V1 E V2","SUGRAONE","42895","42983","88","2017.2","MADURO","VERDE","0","12.2","0.66","11.3",""
"A09 V2 E V3","ARRA 15","42886","42983","97","2017.2","MADURO","VERDE","0.0833","14.2","1.33","14.4",""
"B09 V2","CRIMSON","42878","42983","105","2017.2","MADURO","VERMELHA","0.466","16.4","0.82","15.9",""
"B15 V2","THOMPSON","42888","42983","95","2017.2","MADURO","VERDE","0","12.4","1.6","11.8",""
"A07 V3","THOMPSON","42870","42986","116","2017.2","MADURO","ÂMBAR","0.7","17.4","0.68","17.5",""
"A07 V3","THOMPSON","42870","42986","116","2017.2","VERDE","VERDE","0.233","15","0.69","15.2",""
"B07 V1","SABLE","42879","42986","107","2017.2","VERDE","PRETA","0.783","18.6","0.52","17.6",""
"B13 V1","SUGRAONE","42884","42986","102","2017.2","MADURO","ÂMBAR","0.333","14","0.54","13.9",""
"B13 V1","SUGRAONE","42884","42986","102","2017.2","VERDE","VERDE","0.0666","12.2","0.55","12.2",""
"A09 V1","ARRA 15","42878","42987","109","2017.2","MADURO","VERDE","0.466","17.5","0.93","16.4",""
"A09 V1","ARRA 15","42878","42987","109","2017.2","VERDE","VERDE","0.266","15","1","15.6",""
"B05 V1","CRIMSON","42863","42987","124","2017.2","MADURO","VERMELHA","1","20","0.65","19.6",""
"B05 V2","CRIMSON","42865","42987","122","2017.2","MADURO","VERMELHA","1","20","0.67","19.6",""
"B11 V1","SUGRAONE","42885","42987","102","2017.2","VERDE","ÂMBAR","0.0833","12","0.46","11.6",""
"B11 V1","SUGRAONE","42885","42987","102","2017.2","MADURO","ÂMBAR","0.283","14","0.5","13.7",""
"A02 V1 E V2","SUGRAONE","42895","42989","94","2017.2","VERDE","VERDE","0.166","10","0.69","10",""
"A02 V1 E V2","SUGRAONE","42895","42989","94","2017.2","MADURO","VERDE","0.25","12.8","0.52","12.5",""
"A09 V1","ARRA 15","42878","42989","111","2017.2","MADURO","VERDE","0.55","17","0.86","16.7",""
"A09 V1","ARRA 15","42878","42989","111","2017.2","VERDE","VERDE","0.2166","16.2","0.99","15.2",""
"A09 V2 E V3","ARRA 15","42886","42989","103","2017.2","MADURO","VERDE","0.0666","15","1.14","14.6",""
"A09 V2 E V3","ARRA 15","42886","42989","103","2017.2","VERDE","VERDE","0","12.6","1.42","12.5",""
"B07 V1","SABLE","42891","42989","98","2017.2","MADURO","PRETA","0.833","15.6","0.73","15",""
"B07 V2","SABLE","42894","42989","95","2017.2","VERDE","PRETA","0.05","15","0.86","13.9",""
"B07 V1","SABLE","42891","42989","98","2017.2","VERDE","PRETA","0.0333","13.6","0.81","13.4",""
"B07 V2","SABLE","42894","42989","95","2017.2","MADURO","PRETA","0.1166","15.4","0.72","14.9",""
"A09 V1","ARRA 15","42878","42991","113","2017.2","MADURO","ÂMBAR","0.5333","17.6","0.89","16.8",""
"A09 V1","ARRA 15","42878","42991","113","2017.2","MADURO","MANCHADA","0.05","14.2","1.13","13.6",""
"A09 V1","ARRA 15","42878","42993","115","2017.2","MADURO","MANCHADA","0.647","18","0.85","17.1",""
"B11 V1","SUGRAONE","42885","42993","108","2017.2","MADURO","ÂMBAR","0.216","14","0.48","13.4",""
"B13 V1","SUGRAONE","42884","42993","109","2017.2","MADURO","ÂMBAR","0.516","14.6","0.48","14.4",""
"B07 V2","SABLE","42894","42993","99","2017.2","MADURO","PRETA","0.116","16","0.71","15.4",""
"B09 V2","CRIMSON","42878","42993","115","2017.2","MADURO","VERMELHA","0.9666","17.8","0.72","17.4",""
"A02 V1 E V2","SUGRAONE","42895","42996","101","2017.2","VERDE","VERDE","0.0333","11.6","0.51","11.5",""
"A02 V1 E V2","SUGRAONE","42895","42996","101","2017.2","MADURO","ÂMBAR","0.0666","13","0.53","13",""
"A09 V2 E V3","ARRA 15","42886","42996","110","2017.2","MADURO","ÂMBAR","0.233","15.4","1.08","15.5",""
"A09 V2 E V3","ARRA 15","42886","42996","110","2017.2","MADURO","VERDE","0.1","14.6","1.12","14.6",""
"B07 V1","SABLE","42891","42996","105","2017.2","MADURO","PRETA","0.2","16.4","0.64","15.8",""
"B07 V2","SABLE","42894","42996","102","2017.2","MADURO","PRETA","0.283","16.8","0.65","16",""
"B15 V2","THOMPSON","42888","42997","109","2017.2","MADURO","ÂMBAR","0.0833","15","1","14.5",""
"B09 V1","CRIMSON","42884","42997","113","2017.2","MADURO","VERMELHA","0.583","16.4","0.85","15.9",""
"B09 V2","CRIMSON","42878","42997","119","2017.2","MADURO","VERMELHA","0.95","18.2","0.61","17.7",""
"A09 V4","ARRA 15","42892","42999","107","2017.2","MADURO","VERDE","0","14.6","1.22","14",""
"A10 V2","ARRA 15","42907","43000","93","2017.2","MADURO","VERDE","0","11.1","2","10.8",""
"A08 V1","THOMPSON","42893","43000","107","2017.2","MADURO","VERDE","0.0333","15","1.23","13.7",""
"A09 V2","ARRA 15","42886","43000","114","2017.2","MADURO","ÂMBAR","","17","0.82","17.8",""
"A09 V3","ARRA 15","42886","43000","114","2017.2","MADURO","ÂMBAR","","17","0.86","17.9",""
"B15 V2","THOMPSON","42888","43000","112","2017.2","MADURO","ÂMBAR","0.2","15.5","0.96","14.7",""
"B07 V1","SABLE","42891","43000","109","2017.2","MADURO","PRETA","0.65","17","0.57","17.3",""
"B07 V2","SABLE","42894","43000","106","2017.2","MADURO","PRETA","0.6833","16.8","0.6","17",""
"B09 V1","CRIMSON","42884","43000","116","2017.2","MADURO","VERMELHA","0.6666","16","0.75","16.1",""
"B09 V2","CRIMSON","42878","43000","122","2017.2","MADURO","VERMELHA","1","18","0.6","18.5",""
"A09 V2","ARRA 15","42886","43003","117","2017.2","MADURO","ÂMBAR","0.766","18","0.86","17.6",""
"A09 V3","ARRA 15","42886","43003","117","2017.2","MADURO","ÂMBAR","0.3","17.6","0.9","16",""
"A09 V4","ARRA 15","42892","43003","111","2017.2","MADURO","ÂMBAR","0.0833","16","1","14.8",""
"B05 V2","CRIMSON","42865","43003","138","2017.2","MADURO","MESCLADA","0.416","17.2","0.6","17.5",""
"B07 V2","SABLE","42900","43003","103","2017.2","MADURO","PRETA","0.6","17","0.67","16.9",""
"B07 V2","SABLE","42900","43003","103","2017.2","MADURO","PRETA","0.75","17.2","0.6","17.5",""
"A08 V2","THOMPSON","42893","43006","113","2017.2","MADURO","ÂMBAR","0.15","16","0.96","15.1",""
"A11 V1","MIDNIGHT","42906","43007","101","2017.2","MADURO","PRETA","0.116","15.2","0.78","14.2",""
"A11 V2","MIDNIGHT","42906","43007","101","2017.2","MADURO","PRETA","0.133","16","0.75","14.5",""
"A08 V1","THOMPSON","42893","43007","114","2017.2","MADURO","ÂMBAR","0.333","16.8","0.97","16.1",""
"B15 V1","THOMPSON","42891","43007","116","2017.2","MADURO","ÂMBAR","0.266","16","0.84","15.4",""
"B15 V2","THOMPSON","42887","43007","120","2017.2","MADURO","ÂMBAR","0.1833","16.8","0.81","15.4",""
"A02 V3 ","SUGRAONE","42912","43010","98","2017.2","MADURO","ÂMBAR","","14","0.62","13.6",""
"A02 V4","SUGRAONE","42912","43010","98","2017.2","MADURO","ÂMBAR","0.2833","14.2","0.66","13.9",""
"A10 V1","ARRA 15","42905","43010","105","2017.2","MADURO","VERDE","0.05","14","1.45","13.2",""
"A10 V2","ARRA 15","42905","43010","105","2017.2","MADURO","VERDE","0.0666","13.4","1.41","12.9",""
"A09 V4","ARRA 15","42892","43010","118","2017.2","MADURO","ÂMBAR","0.9","18.2","0.92","18.5",""
"A05 V1 E V2","SUGRAONE","42914","43011","97","2017.2","MADURO","ÂMBAR","0.4333","15","0.65","14.5",""
"A05 V3 E V4","SUGRAONE","42914","43011","97","2017.2","MADURO","ÂMBAR","0.05","13","0.65","12.5",""
"B09 V2","CRIMSON","42878","43012","134","2017.2","MADURO","VERMELHA","1","21","0.57","20.1",""
"B09 V2","CRIMSON","42878","43012","134","2017.2","MADURO","ROSADA","0.9833","19","0.59","18.1",""
"A11 V1","MIDNIGHT","42906","43013","107","2017.2","MADURO","PRETA","0.4166","16.2","0.62","15.7",""
"A11 V2","MIDNIGHT","42906","43013","107","2017.2","MADURO","PRETA","0.45","16.4","0.59","15.4",""
"A08 V1","THOMPSON","42893","43013","120","2017.2","MADURO","ÂMBAR","0.6333","18.2","0.83","17.2",""
"A08 V2","THOMPSON","42893","43013","120","2017.2","MADURO","ÂMBAR","0.4166","17.8","0.87","16.6",""
"A10 V1","ARRA 15","42905","43017","112","2017.2","MADURO","ÂMBAR","0.1166","16","1.07","14.8",""
"A10 V2"," ARRA 15","42905","43017","112","2017.2","MADURO","ÂMBAR","0.333","15","1.23","13.8",""
"A11 V1","MIDNIGHT","42906","43017","111","2017.2","MADURO","PRETA","0.8","17","0.59","17",""
"A11 V2","MIDNIGHT","42906","43017","111","2017.2","MADURO","PRETA","0.6166","17.4","0.6","16.3",""
"B16 V1","THOMPSON","42899","43018","119","2017.2","MADURO","ÂMBAR","0.7","18.6","0.84","17.2",""
"B16 V2","THOMPSON","42899","43018","119","2017.2","MADURO","ÂMBAR","0.7833","19","0.88","18",""
"B04 V2","CRIMSON","42898","43018","120","2017.2","MADURO","VERMELHA","1","19.4","0.89","18.9",""
"B09 V1","CRIMSON","42884","43018","134","2017.2","MADURO","ROSADA","0.9666","18","0.67","17.6",""
"B03 V2","CRIMSON","42905","43019","114","2017.2","MADURO","VERMELHA","0.966","19.2","0.87","18.2",""
"A10 V1","ARRA 15","42905","43020","115","2017.2","MADURO","ÂMBAR","0.2667","16.1","0.95","17.2",""
"A10 V2","ARRA 15","42905","43020","115","2017.2","MADURO","ÂMBAR","0.2","17","1","15.6",""
"A11 V1","MIDNIGHT","42906","43020","114","2017.2","MADURO","PRETA","0.7666","17.8","0.52","16.8",""
"A11 V2","MIDNIGHT","42906","43020","114","2017.2","MADURO","PRETA","0.7","17","0.53","16.5",""
"B16 V2","THOMPSON","42899","43020","121","2017.2","MADURO","ÂMBAR","0.65","18.6","0.82","17.5",""
"B16 V1","THOMPSON","42899","43020","121","2017.2","MADURO","ÂMBAR","0.75","18.6","0.8","17.7",""
"B03 V2","CRIMSON","42905","43021","116","2017.2","MADURO","VERMELHA","0.9833","18.7","0.77","19.2",""
"B04 V2","CRIMSON","42898","43021","123","2017.2","MADURO","VERMELHA","0.9833","20","0.85","18.9",""
"B06 V1","ARRA 15","42915","43021","106","2017.2","MADURO","ÂMBAR","0.1833","17.2","1.2","15.3",""
"B06 V2","ARRA 15","42915","43021","106","2017.2","MADURO","ÂMBAR","0.0666","17.2","1","15.2",""
"A10 V1","ARRA 15","42905","43024","119","2017.2","MADURO","ÂMBAR","1","19","0.92","19.1",""
"A10 V2","ARRA 15","42905","43024","119","2017.2","MADURO","ÂMBAR","0.9833","19","0.94","18.9",""
"B06 V1","ARRA 15","42915","43024","109","2017.2","MADURO","ÂMBAR","0.95","18.8","1.11","19.2",""
"B06 V2","ARRA 15","42915","43024","109","2017.2","MADURO","ÂMBAR","0.9167","18","1.17","18.5",""
"B03 V1","CRIMSON","42905","43024","119","2017.2","MADURO","VERMELHA","1","20.8","0.84","20.7",""
"B03 V2","CRIMSON","42905","43024","119","2017.2","MADURO","VERMELHA","1","19.8","0.82","20",""
"A01 V1","CRIMSON","42912","43027","115","2017.2","MADURO","VERMELHA","0.5833","17.4","0.77","16",""
"B08 V1","ARRA 15","42919","43027","108","2017.2","MADURO","ÂMBAR","0.25","17","0.99","15.5",""
"B08 V2","ARRA 15","42919","43027","108","2017.2","MADURO","ÂMBAR","0.6333","17.2","1.12","17.3",""
"A01 V1","CRIMSON","42912","43031","119","2017.2","MADURO","VERMELHA","0.8335","17.4","0.76","16.9",""
"B04 V1","CRIMSON","42913","43031","118","2017.2","MADURO","VERMELHA","0.95","18","0.97","17.4",""
"B08 V1","ARRA 15","42919","43031","112","2017.2","MADURO","ÂMBAR","0.9166","18","0.93","18.4",""
"B08 V2","ARRA 15","42919","43031","112","2017.2","MADURO","ÂMBAR","0.8167","17","1","17.6",""
"B02 V1","BENITAKA M","42926","43040","114","2017.2","MADURO","VERMELHA","0.8833","15.6","0.97","15.1",""
"B02 V2","BENITAKA M","42926","43040","114","2017.2","MADURO","VERMELHA","0.3818","14.6","1.05","13.6",""
" B02 V1","BENITAKA M","42926","43045","119","2017.2","MADURO","VERMELHA","0.95","15.8","0.82","15.4",""
"B02 V2","BENITAKA M","42926","43045","119","2017.2","MADURO","VERMELHA","0.9667","15.2","0.91","15.8",""
"B01 V1","BENITAKA M","42933","43046","113","2017.2","MADURO","VERMELHA","0.8","15","0.88","14.9",""
"A14 V1","BENITAKA M","42962","43061","99","2017.2","MADURO","VERMELHA","0.9333","16","0.93","15.5",""
"A14 V2","BENITAKA M","42948","43061","113","2017.2","MADURO","VERMELHA","0.772","15","0.87","14.9",""
"B17 V1","ARRA 15","42975","43073","98","2017.2","MADURO","ÂMBAR","","20","0.9","18.8",""
"B17 V2","ARRA 15","42975","43073","98","2017.2","MADURO","ÂMBAR","","19","0.95","18.1",""
"A03 V1","ARRA 15","42978","43081","103","2017.2","MADURO","ÂMBAR","0.8167","18.6","0.82","17.8",""
"A03 V2","ARRA 15","42978","43081","103","2017.2","MADURO","ÂMBAR","0.6833","17.8","0.8","17.2",""
"A03 V3","ARRA 15","42978","43081","103","2017.2","MADURO","ÂMBAR","0.55","16.8","0.89","16.8",""
"A03 V4","ARRA 15","42978","43081","103","2017.2","MADURO","ÂMBAR","0.5833","17.6","0.92","17",""
"A04 V1","RED GLOBE","42961","43083","122","2017.2","MADURO","ROSADA","0.5167","13.4","0.55","13.6",""
"A04 V2","RED GLOBE","42958","43083","125","2017.2","MADURO","ROSADA","0.3","13.8","0.53","13.1",""
"A07 V1","ARRA 15","43012","43095","83","2017.2","MADURO","ÂMBAR","","17","1.03","16.8",""
"B14 V1","CRIMSON","42964","43095","131","2017.2","MADURO","MESCLADA","","18","0.79","18",""
"A07 V1","ARRA 15","42999","43111","112","2018.1","MADURO","ÂMBAR","","19","0.75","18",""
"A15 V2","RED GLOBE","43014","43115","101","2018.1","MADURO","ROSADA","","14","0.57","13.6",""
"B07 V1.4","SABLE","43251","43333","82","2018.2","MADURO","ÂMBAR","0.4833","17.2","0.75","16.7","24.5"
"A07 V2","ARRA 15","43022","43118","96","2018.1","MADURO","ÂMBAR","","16","1.11","15.9",""
"A07 V2","ARRA 15","43022","43126","104","2018.1","MADURO","ÂMBAR","","18.2","0.82","17",""
"B10 V1","ARRA 15","43038","43126","88","2018.1","MADURO","ÂMBAR","","17.4","1.1","16.3",""
"A01 V2","ARRA 15","43042","43132","90","2018.1","MADURO","ÂMBAR","","16.7","1.17","15.6",""
"B10 V1","ARRA 15","43038","43132","94","2018.1","MADURO","ÂMBAR","","17.6","1.02","16.5",""
"A01 V2","ARRA 15","43042","43140","98","2018.1","MADURO","ÂMBAR","","16.8","0.85","16.7",""
"B07 V2.1","SABLE","43258","43342","84","2018.2","MADURO","PRETA","0.0667","15","0.73","15.1","18.6"
"B11 V2","SW35","43240","43333","93","2018.2","MADURO","ÂMBAR","0","15","0.7","13.9","25.5"
"A01 V2","ARRA 15","43042","43143","101","2018.1","MADURO","ÂMBAR","0.6667","18","0.97","17.1",""
"A06 V1 E V2","ARRA 15","43062","43144","82","2018.1","MADURO","VERDE","0.0167","15","1.5","13.8",""
"A06 V3 E V4","ARRA 15","43062","43144","82","2018.1","MADURO","VERDE","0","15","1.4","14",""
"B12 V1","ARRA 15","43059","43145","86","2018.1","MADURO","VERDE","0.0517","16","1.3","15",""
"B12 V2","ARRA 15","43059","43145","86","2018.1","MADURO","VERDE","0.0167","15","1.6","14.4",""
"A06 V1 E V2","ARRA 15","43062","43150","88","2018.1","MADURO","ÂMBAR","0.389","16.6","1.3","16.4",""
"A06 V3 E V4","ARRA 15","43062","43150","88","2018.1","MADURO","ÂMBAR","0.3167","17","1.1","16.2",""
"B12 V1","ARRA 15","43059","43150","91","2018.1","MADURO","ÂMBAR","0.35","17","1.1","16.4",""
"B12 V2","ARRA 15","43059","43150","91","2018.1","MADURO","ÂMBAR","0.3333","16.4","1.3","15.8",""
"A06 V1 E V2","ARRA 15","43062","43154","92","2018.1","MADURO","ÂMBAR","0.5167","17","1","16.5",""
"A06 V3 E V4","ARRA 15","43062","43154","92","2018.1","MADURO","ÂMBAR","0.6333","17","1","16.8",""
"B12 V1","ARRA 15","43059","43154","95","2018.1","MADURO","ÂMBAR","0.4746","17","1","16.8",""
"B12 V2","ARRA 15","43059","43154","95","2018.1","MADURO","ÂMBAR","0.4333","16.8","1","16.5",""
"A06 V1 E V2","ARRA 15","43062","43158","96","2018.1","MADURO","ÂMBAR","0.9833","18.8","0.8","18.7",""
"A06 V1 E V2","ARRA 15","43062","43158","96","2018.1","MADURO","ÂMBAR","0.7667","16.2","1","17.5",""
"A06 V3 E V4","ARRA 15","43062","43158","96","2018.1","MADURO","ÂMBAR","0.95","18.3","1","18.3",""
"A06 V3 E V4","ARRA 15","43062","43158","96","2018.1","MADURO","ÂMBAR","0.8667","17.2","1","17.9",""
"B12 V1","ARRA 15","43059","43158","99","2018.1","MADURO","ÂMBAR","0.5667","17","0.98","16.9",""
